Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Contemporary Fiction	""	New Line	8.6	224857	R	Drama	10000000	30-Oct-98	83	""	Original Screenplay	American History X	""	6719864	6719864
Dramatization	Ridley Scott	Universal	7.9	114060	R	Drama	100000000	2-Nov-07	79	157	Based on Real Life Events	American Gangster	72653959	130164645	265697825
Historical Fiction	""	Freestyle Releasing	4.9	13510	PG-13	Horror	14000000	5-May-06	12	""	Based on Book/Short Story	An American Haunting	9905802	16298046	27844063
Dramatization	Steven Spielberg	Dreamworks SKG	7.1	28477	R	Drama	40000000	12-Dec-97	77	152	Based on Real Life Events	Amistad	""	44212592	44212592
Dramatization	""	Zeitgeist	7.2	2974	Not Rated	Drama	6800000	11-Aug-00	""	""	Based on Book/Short Story	AimÈe & Jaguar	""	927107	927107
Contemporary Fiction	Alejandro Gonzalez Inarritu	Lionsgate	8.1	61083	R	Drama	2000000	30-Mar-01	""	""	Original Screenplay	Amores Perros	""	5383834	20883834
Contemporary Fiction	""	Universal	6.2	66751	R	Comedy	30000000	10-Aug-01	52	105	Original Screenplay	American Pie 2	""	145096820	286500000
Contemporary Fiction	""	Universal	6.1	52210	R	Comedy	55000000	1-Aug-03	56	96	Original Screenplay	American Wedding	""	104354205	126425115
Contemporary Fiction	Paul Weitz	Universal	6.9	106624	R	Comedy	12000000	9-Jul-99	59	95	Original Screenplay	American Pie	""	101800948	234800000
Historical Fiction	Mary Harron	Lionsgate	7.4	99424	R	Black Comedy	8000000	14-Apr-00	66	""	Based on Book/Short Story	American Psycho	""	15070285	28674417
Contemporary Fiction	""	Fine Line	7.6	23686	R	Drama	2000000	15-Aug-03	94	""	Based on Comic/Graphic Novel	American Splendor	""	6003587	7978681
Contemporary Fiction	""	Sony Pictures	5.7	26899	PG-13	Romantic Comedy	46000000	20-Jul-01	32	103	Original Screenplay	America's Sweethearts	""	93607673	157627733
Historical Fiction	""	MGM	5.8	26303	R	Horror	18500000	15-Apr-05	24	89	Remake	The Amityville Horror	""	65233369	108047131
Contemporary Fiction	Dwight H. Little	Sony Pictures	4.3	9565	PG-13	Horror	25000000	27-Aug-04	""	97	Original Screenplay	Anacondas: The Hunt for the Blood Orchid	""	31526393	70326393
Contemporary Fiction	""	Sony Pictures	4.2	29430	PG-13	Horror	45000000	11-Apr-97	38	89	Original Screenplay	Anaconda	""	65598907	136998907
Factual	Don Bluth	20th Century Fox	6.6	16513	G	Musical	53000000	14-Nov-97	85	94	Based on Book/Short Story	Anastasia	""	58403409	139801410
Historical Fiction	Adam McKay	Dreamworks SKG	7.0	78249	PG-13	Comedy	25000000	9-Jul-04	""	104	Original Screenplay	Anchorman: The Legend of Ron Burgundy	""	84136909	89366354
Contemporary Fiction	Ron Howard	Sony Pictures	6.7	60114	PG-13	Thriller/Suspense	150000000	15-May-09	35	""	Based on Book/Short Story	Angels & Demons	32746864	133375846	485975846
Historical Fiction	Alan Parker	Paramount Pictures	7.0	10185	R	Drama	25000000	24-Dec-99	52	""	Based on Book/Short Story	Angela's Ashes	""	13038660	13038660
Contemporary Fiction	""	Warner Bros.	5.5	11089	R	Drama	38000000	18-May-01	32	103	Original Screenplay	Angel Eyes	""	24044532	24044532
Contemporary Fiction	Peter Segal	Sony Pictures	6.1	57088	PG-13	Comedy	56000000	11-Apr-03	43	106	Original Screenplay	Anger Management	""	135560942	195660942
Contemporary Fiction	""	Paramount Pictures	5.7	23259	PG-13	Comedy	17000000	2-Oct-98	11	81	Based on TV	A Night at the Roxbury	""	30331165	30331165
Contemporary Fiction	Luke Greenfield	Sony Pictures	4.6	18601	PG-13	Comedy	22000000	1-Jun-01	30	83	Original Screenplay	The Animal	""	55762229	55762229
Dramatization	Andy Tennant	20th Century Fox	6.5	14881	PG-13	Drama	75000000	17-Dec-99	51	147	Based on Book/Short Story	Anna and the King	""	39251128	39251128
Contemporary Fiction	Harold Ramis	Warner Bros.	5.6	24090	R	Comedy	60000000	6-Dec-02	27	96	Original Screenplay	Analyze That	""	32122249	54994757
Contemporary Fiction	Harold Ramis	Warner Bros.	6.6	52894	R	Comedy	30000000	5-Mar-99	68	103	Original Screenplay	Analyze This	""	106885658	176885658
Kids Fiction	""	Warner Bros.	6.2	7766	PG	Adventure	45000000	28-Jul-06	63	""	Based on Book/Short Story	The Ant Bully	28562108	28142535	55181129
Contemporary Fiction	""	MGM	6.0	16263	PG-13	Thriller/Suspense	30000000	12-Jan-01	25	""	Original Screenplay	Antitrust	""	10965209	10965209
Dramatization	Sofia Coppola	Sony Pictures	6.4	31877	PG-13	Drama	40000000	20-Oct-06	55	""	Based on Book/Short Story	Marie Antoinette	16636006	15962471	60862471
Kids Fiction	Tim Johnson	Dreamworks SKG	6.8	37343	PG	Adventure	60000000	2-Oct-98	95	83	Original Screenplay	Antz	""	90757863	152457863
Contemporary Fiction	Wayne Wang	20th Century Fox	5.9	8514	PG-13	Drama	23000000	12-Nov-99	64	114	Based on Book/Short Story	Anywhere But Here	""	18653615	18653615
Historical Fiction	Ed Harris	Warner Bros.	6.8	22836	R	Western	20000000	19-Sep-08	76	""	Based on Book/Short Story	Appaloosa	10698987	20211394	26111394
Historical Fiction	Mel Gibson	Walt Disney Pictures	7.9	82162	R	Adventure	40000000	8-Dec-06	64	136	Original Screenplay	Apocalypto	43318599	50866635	117785051
Contemporary Fiction	""	MGM	7.2	12153	PG-13	Comedy	300000	17-Oct-03	85	""	Original Screenplay	Pieces of April	""	2528664	3284124
Contemporary Fiction	Robert Duvall	October Films	7.1	7757	PG-13	Drama	5000000	17-Dec-97	91	148	Original Screenplay	The Apostle	""	20733485	21277770
Fantasy	""	20th Century Fox	4.6	9116	PG	Comedy	17000000	3-Mar-06	52	""	Based on Book/Short Story	Aquamarine	29637202	18597342	22978953
Contemporary Fiction	Atom Egoyan	Miramax	6.6	6763	R	Drama	15500000	15-Nov-02	56	""	Original Screenplay	Ararat	""	1693000	1693000
Kids Fiction	Brian Levant	Sony Pictures	4.2	8740	PG	Romantic Comedy	20000000	21-Jan-05	12	94	Original Screenplay	Are We There Yet?	""	82674398	97918663
Contemporary Fiction	""	Sony Pictures	7.2	36051	R	Thriller/Suspense	21500000	9-Jul-99	60	117	Original Screenplay	Arlington Road	""	24419219	24419219
Contemporary Fiction	Michael Bay	Walt Disney Pictures	6.1	194	PG-13	Adventure	140000000	1-Jul-98	42	150	Original Screenplay	Armageddon	""	201578182	554600000
Kids Fiction	""	Paramount Pictures	5.3	1629	PG	Adventure	10000000	28-Jun-02	30	""	Based on TV	Hey Arnold! The Movie	""	13684949	13684949
Dramatization	Charles S. Dutton	Paramount Pictures	5.2	3547	PG-13	Drama	39000000	20-Feb-04	12	""	Based on Real Life Events	Against the Ropes	""	5881504	6429865
Historical Fiction	Antoine Fuqua	Walt Disney Pictures	6.2	53106	PG-13	Adventure	90000000	7-Jul-04	31	126	Traditional/Legend/Fairytale	King Arthur	""	51877963	203877963
Fantasy	Luc Besson	Weinstein Co.	5.9	7626	PG	Adventure	80000000	15-Dec-06	""	122	Based on Book/Short Story	Arthur et les Minimoys	13012362	15132763	110102340
Science Fiction	Steven Spielberg	Warner Bros.	6.9	91901	PG-13	Drama	90000000	29-Jun-01	""	146	Based on Book/Short Story	Artificial Intelligence: AI	""	78616689	235900000
Contemporary Fiction	Christian Duguay	Warner Bros.	5.5	12484	R	Thriller/Suspense	40000000	25-Aug-00	16	117	Original Screenplay	The Art of War	""	30199105	30199105
Super Hero	David Bowers	Summit Entertainment	6.4	5265	PG	Adventure	65000000	23-Oct-09	""	94	Based on Comic/Graphic Novel	Astro Boy	7166365	19551067	44093014
Historical Fiction	Joel Coen	Focus Features	7.2	32396	R	Comedy	7000000	2-Oct-09	88	""	Original Screenplay	A Serious Man	3614635	9228788	30710147
Contemporary Fiction	Michael Polish	Warner Bros.	6.4	10506	PG	Drama	13000000	23-Feb-07	""	109	Original Screenplay	The Astronaut Farmer	13774930	11003643	11003643
Contemporary Fiction	James L. Brooks	Sony Pictures	7.8	92240	PG-13	Romantic Comedy	50000000	24-Dec-97	85	138	Original Screenplay	As Good as it Gets	""	148478011	314111923
Historical Fiction	""	Weinstein Co.	7.6	14548	R	Drama	7000000	11-Dec-09	85	""	Based on Book/Short Story	A Single Man	2010869	9176000	19112672
Contemporary Fiction	Sam Raimi	Paramount Pictures	7.6	29095	R	Drama	17000000	11-Dec-98	90	121	Based on Book/Short Story	A Simple Plan	""	16316273	16316273
Contemporary Fiction	""	Focus/Rogue Pictures	7.4	13456	R	Action	30000000	19-Jan-05	60	""	Remake	Assault On Precinct 13	""	20040895	36040895
Science Fiction	""	New Line	4.9	20259	R	Thriller/Suspense	34000000	27-Aug-99	16	""	Original Screenplay	The Astronaut's Wife	""	10672566	10672566
""	Joe Carnahan	20th Century Fox	7.2	29886	PG-13	Action	110000000	11-Jun-10	47	119	Based on TV	The A-Team	""	77222099	176047914
Contemporary Fiction	""	MGM	5.6	6872	PG-13	Drama	40000000	15-Jan-99	33	128	Original Screenplay	At First Sight	""	22365133	22365133
Science Fiction	""	First Look	""	""	R	Comedy	750000	13-Apr-07	""	""	Based on TV	Aqua Teen Hunger Force: The Movie	12134593	5520368	5520368
Contemporary Fiction	""	Warner Bros.	4.7	5480	PG-13	Comedy	17000000	31-Mar-06	63	""	Original Screenplay	ATL	29368071	21170563	21170563
Kids Fiction	Gary Trousdale	Walt Disney Pictures	6.4	15552	PG	Adventure	90000000	8-Jun-01	""	96	Based on Book/Short Story	Atlantis: The Lost Empire	""	84052762	186049020
Fantasy	""	Warner Bros.	6.8	16336	PG-13	Drama	31000000	28-Sep-01	49	101	Based on Book/Short Story	Hearts in Atlantis	""	24185781	30885781
Contemporary Fiction	Joan Chen	MGM	4.8	9309	PG-13	Drama	40000000	11-Aug-00	21	106	Original Screenplay	Autumn in New York	""	37752931	90717684
Contemporary Fiction	Joe Wright	Focus Features	7.9	75491	R	Drama	30000000	7-Dec-07	83	130	Based on Book/Short Story	Atonement	15678677	50980159	129425746
Contemporary Fiction	""	Lionsgate	6.7	26634	R	Black Comedy	4000000	11-Oct-02	44	""	Based on Book/Short Story	The Rules of Attraction	""	6525762	11799060
Fantasy	""	Warner Bros.	7.5	28650	PG	Drama	25000000	17-Nov-07	37	113	Based on Real Life Events	August Rush	22082092	31664162	65627510
Historical Fiction	""	Sony Pictures	7.5	45611	PG-13	Musical	45000000	14-Sep-07	53	133	Original Screenplay	Across the Universe	25759408	24343673	29367143
Historical Fiction	Jay Roach	New Line	6.6	81005	PG-13	Comedy	35000000	10-Jun-99	""	95	Original Screenplay	Austin Powers: The Spy Who Shagged Me	""	206040085	309600000
Science Fiction	Jay Roach	New Line	6.2	69140	PG-13	Comedy	63000000	25-Jul-02	54	94	Original Screenplay	Austin Powers in Goldmember	""	213117789	292738626
Contemporary Fiction	Jay Roach	New Line	7.1	74487	PG-13	Comedy	18000000	2-May-97	""	89	Original Screenplay	Austin Powers: International Man of Mystery	""	53883989	67683989
Historical Fiction	Baz Luhrmann	20th Century Fox	6.8	38089	PG-13	Drama	78000000	26-Nov-08	54	""	Original Screenplay	Australia	28789275	49551662	207482792
Dramatization	Paul Schrader	Sony Pictures Classics	6.6	7236	R	Drama	7000000	18-Oct-02	72	""	Based on Book/Short Story	Auto Focus	""	2062066	2703821
Science Fiction	James Cameron	20th Century Fox	8.3	261439	PG-13	Action	237000000	18-Dec-09	83	""	Original Screenplay	Avatar	146153933	760167650	2767891499
Contemporary Fiction	""	Warner Bros.	3.4	21432	PG-13	Action	60000000	14-Aug-98	15	91	Based on TV	The Avengers	""	23385416	48585416
Dramatization	Martin Scorsese	Miramax	7.6	85740	PG-13	Drama	110000000	17-Dec-04	88	170	Based on Real Life Events	The Aviator	""	102608827	214608827
Science Fiction	Paul Anderson	20th Century Fox	5.4	63019	PG-13	Horror	70000000	13-Aug-04	""	101	Spin-Off	AVP: Alien Vs. Predator	""	80281096	172543519
Historical Fiction	Frank Coraci	Walt Disney Pictures	5.6	21516	PG	Adventure	110000000	16-Jun-04	30	120	Remake	Around the World in 80 Days	""	24004159	72004159
Contemporary Fiction	""	Weinstein Co.	6.5	26076	R	Thriller/Suspense	8600000	30-Nov-07	24	""	Original Screenplay	Awake	13038208	14373825	30757745
Dramatization	""	Sony Pictures Classics	6.8	1798	PG-13	Drama	8000000	6-Jun-08	""	""	Based on Book/Short Story	And When Did You Last See Your Father?	""	1071240	2476491
Contemporary Fiction	Sam Mendes	Focus Features	7.3	14929	R	Comedy	21000000	5-Jun-09	66	98	Original Screenplay	Away We Go	3788940	9451946	10108016
Contemporary Fiction	""	20th Century Fox	6.1	22157	R	Thriller/Suspense	50000000	28-Sep-01	23	113	Based on Book/Short Story	Don't Say a Word	""	54997476	104488383
Kids Fiction	George Miller	Universal	6.1	9918	G	Adventure	80000000	25-Nov-98	61	75	Based on Book/Short Story	Babe: Pig in the City	""	18319860	69131860
Contemporary Fiction	Alejandro Gonzalez Inarritu	Paramount Vantage	7.6	95122	R	Drama	20000000	27-Oct-06	69	""	Original Screenplay	Babel	31459208	34302837	135302837
Science Fiction	Mathieu Kassovitz	20th Century Fox	5.3	27189	PG-13	Action	45000000	29-Aug-08	7	100	Based on Book/Short Story	Babylon A.D.	16787309	22532572	70216497
Contemporary Fiction	""	Miramax	4.0	2010	PG-13	Comedy	12000000	9-Jan-04	""	""	Original Screenplay	My Baby's Daddy	""	17321573	17322212
Kids Fiction	""	Sony Pictures	1.4	10886	PG	Comedy	20000000	27-Aug-04	""	""	Original Screenplay	Super Babies: Baby Geniuses 2	""	9109322	9109322
Kids Fiction	""	Sony Pictures	2.2	9038	PG	Comedy	13000000	12-Mar-99	2	94	Original Screenplay	Baby Geniuses	""	27151490	27151490
Contemporary Fiction	Michael Bay	Sony Pictures	6.2	58002	R	Action	130000000	18-Jul-03	24	147	Original Screenplay	Bad Boys II	""	138540870	272940870
Contemporary Fiction	Joel Schumacher	Walt Disney Pictures	5.3	17901	PG-13	Action	70000000	7-Jun-02	10	117	Original Screenplay	Bad Company	""	30157016	69157016
Historical Fiction	Pedro Almodovar	Sony Pictures Classics	7.5	21756	NC-17	Drama	5000000	19-Nov-04	""	""	Original Screenplay	La mala educaciÛn	""	5211842	40311842
Contemporary Fiction	Werner Herzog	First Look	""	""	R	Drama	25000000	20-Nov-09	87	""	Remake	Bad Lieutenant: Port of Call New Orleans	3902817	1702112	8162545
Contemporary Fiction	Richard Linklater	Paramount Pictures	7.1	7749	PG-13	Comedy	35000000	22-Jul-05	""	""	Remake	The Bad News Bears	""	32868349	33500620
Contemporary Fiction	Joel Coen	Focus Features	7.2	92553	R	Black Comedy	37000000	12-Sep-08	78	""	Original Screenplay	Burn After Reading	19163475	60355347	163415735
Contemporary Fiction	Antoine Fuqua	Warner Bros.	5.6	5143	R	Action	35000000	15-Sep-00	26	""	Original Screenplay	Bait	""	15325127	15471969
Contemporary Fiction	""	Miramax	4.9	7779	PG-13	Romantic Comedy	16000000	16-Jun-00	11	94	Original Screenplay	Boys and Girls	""	21799652	21799652
Contemporary Fiction	James Toback	Sony Pictures	6.6	452	R	Drama	10000000	5-Apr-00	""	""	Original Screenplay	Black and White	""	5241315	5241315
Contemporary Fiction	Oxide Pang Chun	Lionsgate	5.4	20931	R	Action	45000000	5-Sep-08	9	98	Remake	Bangkok Dangerous	15494886	15298133	46598133
Contemporary Fiction	""	20th Century Fox	5.5	7435	R	Comedy	10000000	20-Sep-02	47	98	Original Screenplay	The Banger Sisters	""	30306281	38067218
Contemporary Fiction	""	Miramax	7.8	14322	R	Drama	5000000	9-May-03	""	""	Original Screenplay	Les invasions barbares	""	8460000	8460000
Kids Fiction	""	Polygram	2.1	1456	G	Adventure	15000000	3-Apr-98	""	""	Based on TV	Barney's Great Adventure	""	11156471	11156471
Contemporary Fiction	Michael Caton-Jones	Sony Pictures	3.9	16784	R	Thriller/Suspense	70000000	31-Mar-06	7	""	Original Screenplay	Basic Instinct 2	6188980	5946136	35417162
Contemporary Fiction	John McTiernan	Sony Pictures	6.3	25960	R	Thriller/Suspense	50000000	28-Mar-03	21	98	Original Screenplay	Basic	""	26599248	42598498
Super Hero	Christopher Nolan	Warner Bros.	8.3	270641	PG-13	Action	150000000	15-Jun-05	84	140	Based on Comic/Graphic Novel	Batman Begins	""	205343774	372353017
Science Fiction	""	Warner Bros.	2.3	39316	PG-13	Action	80000000	12-May-00	""	121	Based on Book/Short Story	Battlefield Earth: A Saga of the Year 3000	""	21471685	29725663
Super Hero	Christopher Nolan	Warner Bros.	8.9	465000	PG-13	Action	185000000	18-Jul-08	93	152	Based on Comic/Graphic Novel	The Dark Knight	234119058	533345358	1022345358
Science Fiction	""	Sony/Columbia	3.3	5565	R	Horror	6500000	22-Oct-99	17	""	Original Screenplay	Bats	""	10155691	10155691
""	""	Miramax	6.1	2524	PG-13	Comedy	1000000	22-Aug-03	43	""	Original Screenplay	The Battle of Shaker Heights	""	280351	280351
Contemporary Fiction	John Singleton	Sony Pictures	6.1	4485	R	Drama	16000000	27-Jun-01	69	130	Original Screenplay	Baby Boy	""	28734552	28734552
Fantasy	David Fincher	Paramount Pictures	8.0	137120	PG-13	Drama	160000000	25-Dec-08	72	167	Based on Book/Short Story	The Curious Case of Benjamin Button	42850598	127509326	329809326
Contemporary Fiction	""	Universal	6.1	16128	PG-13	Comedy	""	25-Apr-08	63	99	Original Screenplay	Baby Mama	24304275	60494212	64391484
Fantasy	Chuck Russell	Paramount Pictures	4.8	7765	R	Thriller/Suspense	40000000	11-Aug-00	3	108	Based on Book/Short Story	Bless the Child	""	29374178	40435694
Contemporary Fiction	""	New Line	4.8	9030	PG-13	Romantic Comedy	21000000	5-Nov-99	9	101	Remake	The Bachelor	""	21731001	36882378
Contemporary Fiction	""	Sony Pictures Classics	6.6	3731	R	Comedy	1000000	29-Sep-00	""	""	Original Screenplay	The Broken Hearts Club: A Romantic Comedy	""	1744858	2022442
Contemporary Fiction	F. Gary Gray	MGM	5.6	32082	PG-13	Comedy	75000000	4-Mar-05	30	115	Based on Book/Short Story	Be Cool	""	55849401	94849401
Contemporary Fiction	Dennis Dugan	Sony Pictures	4.7	48	PG-13	Comedy	30000000	25-Jun-99	40	95	Original Screenplay	Big Daddy	""	163479795	234779795
Contemporary Fiction	Harold Ramis	20th Century Fox	5.9	30946	PG-13	Comedy	48000000	20-Oct-00	49	93	Remake	Bedazzled	""	37879996	90376224
Contemporary Fiction	Ridley Scott	Warner Bros.	7.2	53921	R	Thriller/Suspense	67500000	10-Oct-08	52	129	Based on Book/Short Story	Body of Lies	22024703	39394666	108394666
Historical Fiction	Edward Zwick	Warner Bros.	8.0	118925	R	Action	100000000	8-Dec-06	62	143	Original Screenplay	Blood Diamond	62588936	57377916	171377916
Contemporary Fiction	""	Universal	6.0	28950	G	Comedy	25000000	24-Aug-07	50	88	Based on TV	Mr. Bean's Holiday	28248145	33302167	229736344
Contemporary Fiction	Sally Field	Destination Films	4.4	2238	PG-13	Drama	9000000	29-Sep-00	15	""	Original Screenplay	Beautiful	""	3134509	3134509
Contemporary Fiction	Mike Judge	Paramount Pictures	6.6	22918	PG-13	Comedy	12000000	20-Dec-96	71	80	Based on TV	Beavis and Butt-head Do America	""	63118386	63118386
Contemporary Fiction	Gurinder Chadha	Fox Searchlight	6.9	41052	PG-13	Drama	5000000	12-Mar-03	""	112	Original Screenplay	Bend it Like Beckham	""	32543449	76583333
Contemporary Fiction	Todd Field	Miramax	7.5	20888	R	Drama	1700000	23-Nov-01	93	130	Based on Book/Short Story	In the Bedroom	""	35930604	43430604
Kids Fiction	Steve Hickner	Paramount Pictures	6.3	30575	PG	Comedy	150000000	2-Nov-07	51	90	Original Screenplay	Bee Movie	79628881	126631277	287594577
Contemporary Fiction	""	Freestyle Releasing	""	""	R	Comedy	2800000	15-Sep-06	""	""	Original Screenplay	Artie Lange's Beer League	""	475000	475000
Fantasy	Spike Jonze	USA Films	7.9	113568	R	Black Comedy	13000000	29-Oct-99	92	112	Original Screenplay	Being John Malkovich	""	22858926	32382381
Historical Fiction	""	20th Century Fox	6.1	32575	PG-13	Action	40000000	30-Nov-01	36	106	Original Screenplay	Behind Enemy Lines	""	58855732	58855732
Contemporary Fiction	""	Roadside Attractions	7.3	6562	PG-13	Drama	3300000	26-Oct-07	""	""	Original Screenplay	Bella	5935632	8093373	9220041
Historical Fiction	Jonathan Demme	Walt Disney Pictures	5.3	102	R	Drama	53000000	16-Oct-98	77	172	Based on Book/Short Story	Beloved	""	22852487	22852487
Historical Fiction	""	Sony Pictures	7.7	19761	PG-13	Musical	2000000	26-Nov-03	""	""	Original Screenplay	Les Triplettes de Belleville	""	7301288	14440113
Factual	""	Universal	7.2	4067	R	Documentary	500000	22-Oct-99	82	""	Based on Real Life Events	Beyond the Mat	""	2047570	2047570
Contemporary Fiction	Dennis Dugan	Sony Pictures	5.4	17824	PG-13	Comedy	35000000	7-Apr-06	12	""	Original Screenplay	The Benchwarmers	32764806	59843754	64843754
Fantasy	M. Night Shyamalan	Paramount Pictures	4.4	16600	""	Adventure	150000000	1-Jul-10	7	103	Based on TV	The Last Airbender	""	131591957	290191957
Fantasy	Robert Zemeckis	Paramount Pictures	6.6	62513	PG-13	Adventure	150000000	16-Nov-07	70	115	Based on Book/Short Story	Beowulf	35961910	82195215	194995215
Historical Fiction	""	Miramax	6.7	9345	PG	Comedy	15000000	22-May-02	58	""	Based on Play	The Importance of Being Earnest	""	8378141	8378141
